"y","d","X1","X2"
814,1,2828,24
28186,1,2830,30
17559,1,2836,38
5140,1,2840,41
40275,1,2844,35
23727,1,2848,44
16281,1,2850,29
13026,0,2853,29
4947,1,2855,35
45968,1,2856,27
48795,1,2868,41
7785,1,2870,23
17555,0,2872,50
13981,0,2876,26
5304,1,2880,32
0,1,2882,23
4447,1,2888,27
0,1,2897,32
31445,0,2900,37
8674,0,2900,23
18037,1,2904,24
16650,1,2912,32
33494,1,2921,39
8231,1,2927,23
41889,1,2936,34
19859,1,2937,25
3765,0,2948,25
26964,1,2958,33
10464,1,2971,25
22524,0,2974,37
6590,1,2977,24
30762,1,2980,25
14106,0,2988,45
8393,0,2992,22
37122,0,3000,37
28804,0,3000,23
17205,0,3000,22
10099,1,3000,25
9492,1,3000,30
21300,0,3000,25
4652,1,3000,26
17038,0,3000,25
12481,1,3000,48
384,1,3000,36
9481,1,3000,26
1086,1,3000,31
24347,0,3000,31
25499,1,3000,33
29081,1,3000,28
2472,0,3000,26
41767,1,3000,22
0,1,3000,32
41820,1,3000,40
44522,1,3000,22
294,1,3000,27
25116,1,3000,43
6299,1,3000,22
1440,1,3000,33
28007,0,3000,23
10231,1,3000,22
45701,1,3000,24
7731,0,3000,29
12627,1,3000,33
10104,1,3000,32
16326,0,3000,23
50930,1,3000,25
1245,1,3000,29
38969,0,3000,22
8321,1,3000,24
32482,0,3000,30
11796,1,3000,27
7329,0,3000,28
0,0,3000,44
2499,1,3000,23
9180,1,3000,25
1619,0,3000,28
32134,1,3000,41
43977,1,3000,35
4980,0,3000,34
3622,1,3000,34
42993,1,3000,24
12789,1,3000,26
0,1,3000,50
6,1,3000,28
6954,0,3000,24
43065,1,3000,22
8764,1,3004,35
2253,0,3005,38
27822,1,3010,40
10353,0,3033,25
10632,0,3040,30
418,1,3050,36
10257,0,3056,42
36967,1,3060,47
8941,1,3069,35
84873,1,3077,32
480,0,3089,50
30951,1,3096,32
858,1,3100,31
1458,0,3107,25
7377,0,3115,43
35656,0,3118,32
20400,1,3120,28
6822,1,3129,28
2949,1,3131,23
3155,1,3132,27
26630,0,3146,22
59849,0,3147,30
10515,1,3150,33
4386,1,3157,25
3477,0,3159,39
8820,0,3160,27
16074,1,3162,35
17043,1,3172,24
11748,1,3178,43
6558,1,3185,32
62451,0,3194,45
22734,1,3198,25
8127,1,3200,37
4378,1,3200,25
77760,0,3200,24
477,1,3200,24
1705,0,3200,31
17127,1,3204,38
41958,0,3216,30
0,1,3220,32
13816,1,3227,33
12991,0,3234,24
7898,1,3235,32
3775,0,3240,31
0,1,3242,34
13164,0,3250,33
20997,0,3257,31
1113,1,3259,34
6665,1,3268,36
176,0,3284,23
57,0,3287,43
32276,1,3288,34
15223,1,3289,26
31991,1,3290,45
34377,1,3296,22
49046,1,3299,33
22298,0,3300,24
4701,1,3300,28
2343,1,3301,36
40517,1,3306,34
0,0,3309,27
2994,1,3319,37
68877,1,3326,33
37788,1,3329,30
24206,1,3338,37
12255,0,3340,25
2564,1,3341,22
16743,1,3342,43
24921,1,3350,26
5966,1,3352,22
32184,1,3353,33
352,1,3360,22
10411,1,3362,22
20178,0,3366,43
14529,1,3380,33
48111,0,3382,23
15763,0,3385,38
0,1,3387,26
3048,1,3393,28
4680,0,3400,41
24765,0,3412,22
15884,1,3432,24
33159,1,3435,26
9206,0,3438,33
7083,1,3440,36
9797,0,3442,27
390,1,3444,44
1533,1,3456,28
14847,1,3457,36
6873,0,3460,46
30198,1,3462,39
27056,1,3464,22
26906,1,3472,28
12076,1,3480,25
0,1,3484,29
12964,0,3486,23
10083,1,3492,22
6984,1,3497,42
56963,1,3500,25
28566,1,3500,24
35784,0,3500,28
1522,0,3500,45
25669,0,3500,25
6783,1,3500,22
28872,1,3500,26
5184,0,3500,34
11521,1,3500,41
1163,1,3500,27
48777,0,3500,22
1799,1,3500,26
699,0,3513,39
6179,0,3515,28
30073,1,3520,34
20771,1,3538,25
3693,1,3541,42
53439,1,3542,44
18869,1,3552,24
33678,1,3560,25
48810,1,3570,34
46443,1,3588,24
4984,1,3591,24
35986,1,3593,41
15257,0,3596,31
34399,1,3600,38
33250,1,3600,29
15288,1,3600,25
0,1,3600,22
12356,1,3602,36
43078,0,3625,35
18121,1,3628,27
693,1,3629,32
19091,1,3630,42
4005,1,3635,28
7842,0,3640,36
107,1,3650,41
30618,0,3660,44
16800,1,3666,41
8730,1,3674,26
19651,1,3677,43
24237,1,3680,33
34841,1,3690,22
28749,1,3692,31
27781,1,3693,27
1477,1,3696,40
11169,1,3700,35
16313,0,3703,25
6726,1,3707,25
23329,1,3710,22
34739,1,3711,46
108,0,3720,35
13072,0,3740,36
11612,0,3744,23
30298,1,3750,39
31590,0,3752,33
3138,0,3780,43
0,1,3792,38
15289,0,3797,23
27448,1,3800,22
17280,1,3800,23
12412,1,3804,24
13853,0,3805,35
0,1,3815,37
7056,0,3824,23
38713,0,3825,24
1087,1,3826,23
36767,1,3828,29
6839,1,3832,36
19257,0,3837,43
4547,1,3840,23
27190,0,3844,31
5121,0,3850,36
27579,1,3862,30
2137,1,3867,25
17337,1,3878,23
26475,0,3880,25
24261,0,3892,31
10012,0,3896,31
45400,1,3900,35
16648,0,3906,33
5487,1,3910,27
15138,1,3912,42
26016,1,3915,26
26814,1,3920,24
18567,0,3921,29
8358,1,3925,29
4597,1,3945,22
3315,0,3949,30
23994,0,3950,37
23084,0,3952,49
0,1,3960,28
40968,0,3967,23
0,1,3976,38
0,1,3977,26
2775,1,3978,44
15828,1,3981,27
5227,1,3986,23
35676,0,4000,24
70239,0,4000,22
23970,1,4000,43
22691,1,4000,23
80712,0,4000,23
1242,1,4000,38
28353,0,4000,22
10638,1,4000,24
25193,0,4000,31
0,1,4000,23
7378,1,4000,22
19096,1,4000,40
7379,1,4000,32
6111,1,4000,33
74603,1,4000,30
9300,0,4000,35
8748,1,4000,37
10120,1,4000,23
5239,1,4000,33
17610,1,4000,25
41680,1,4000,34
26317,0,4000,34
27816,1,4000,32
12175,1,4000,37
22406,1,4000,23
4381,0,4000,22
28863,1,4000,23
25859,1,4000,28
17304,1,4000,45
12537,1,4000,37
30171,0,4000,27
6948,1,4000,25
37410,0,4000,24
30823,1,4000,30
37487,0,4000,31
19010,0,4000,25
11271,1,4000,29
25988,1,4008,22
22434,1,4019,25
3117,0,4020,28
5995,1,4025,29
642,0,4028,22
35775,0,4037,25
60,1,4040,22
12944,1,4041,24
25654,1,4050,45
18089,1,4053,40
41781,1,4060,31
10721,1,4067,28
43638,0,4084,32
19837,1,4087,27
34998,0,4093,40
24336,0,4094,37
10728,1,4100,34
21035,1,4103.911,27
9579,0,4103.911,25
30,1,4103.911,33
2940,1,4103.911,32
26700,1,4103.911,30
3423,0,4103.911,31
225,1,4103.911,23
13023,1,4103.911,29
4939,1,4103.911,27
57159,0,4103.911,26
150,0,4103.911,35
56776,1,4103.911,26
22698,1,4103.911,22
0,1,4103.911,24
27312,1,4103.911,42
36289,1,4103.911,43
9609,0,4103.911,25
12666,0,4103.911,23
8452,1,4103.911,22
13953,0,4103.911,47
1509,1,4103.911,29
189,1,4103.911,24
47211,1,4103.911,34
2967,1,4103.911,32
35357,1,4103.911,47
7067,0,4103.911,32
15701,0,4103.911,25
0,1,4103.911,30
33257,1,4103.911,25
13488,0,4103.911,40
0,0,4103.911,27
0,1,4103.911,46
13048,1,4103.911,29
5305,1,4103.911,26
16488,0,4103.911,31
0,0,4103.911,39
5009,1,4103.911,27
35005,1,4103.911,34
24340,1,4103.911,24
32010,0,4103.911,24
27084,1,4103.911,25
37590,1,4103.911,32
7504,0,4103.911,33
12453,1,4103.911,25
35869,1,4103.911,32
3283,1,4103.911,22
3681,0,4103.911,34
54025,1,4103.911,41
10073,0,4103.911,23
12960,1,4103.911,44
0,1,4103.911,44
2070,1,4103.911,45
2285,1,4103.911,34
0,1,4103.911,23
17897,1,4103.911,46
1463,1,4103.911,25
13071,0,4103.911,31
7712,0,4103.911,32
15480,1,4103.911,30
26361,1,4103.911,29
3276,0,4103.911,30
33819,0,4103.911,38
5284,1,4103.911,37
16317,1,4103.911,30
32312,1,4103.911,34
52092,1,4103.911,37
1209,1,4103.911,26
5402,1,4103.911,29
26523,1,4103.911,49
7644,1,4103.911,36
11585,1,4103.911,41
0,1,4103.911,44
48099,0,4103.911,30
17628,1,4103.911,25
13211,1,4103.911,22
358,1,4103.911,26
34500,1,4103.911,23
0,1,4103.911,50
24776,1,4103.911,30
4650,0,4103.911,26
50040,1,4103.911,29
55702,0,4103.911,26
44363,0,4103.911,41
21775,0,4103.911,37
20773,1,4103.911,26
8949,0,4103.911,25
20846,1,4103.911,36
351,0,4103.911,39
18872,0,4103.911,22
0,0,4103.911,25
26741,0,4103.911,23
623,1,4103.911,26
1401,1,4103.911,28
4487,0,4103.911,38
5563,1,4103.911,25
25007,1,4103.911,29
23907,1,4103.911,28
23067,0,4103.911,32
13512,1,4103.911,48
1584,1,4103.911,27
8865,1,4103.911,24
0,1,4103.911,27
44007,0,4103.911,32
0,1,4103.911,44
9333,1,4103.911,26
0,0,4103.911,27
366,0,4103.911,30
31362,0,4103.911,25
6726,1,4103.911,50
8220,0,4103.911,31
2484,1,4103.911,27
11712,0,4103.911,25
1203,0,4103.911,34
33183,0,4103.911,41
14512,1,4103.911,30
5649,1,4103.911,32
0,1,4103.911,28
952,0,4103.911,32
8155,0,4103.911,24
31198,1,4103.911,38
0,1,4103.911,27
34039,1,4103.911,22
697,0,4103.911,38
18792,1,4103.911,29
1212,1,4103.911,38
44322,1,4103.911,29
0,1,4103.911,49
15698,1,4103.911,31
9759,1,4103.911,37
23091,1,4103.911,22
11780,1,4103.911,27
3618,1,4103.911,24
5562,0,4103.911,29
28949,1,4103.911,45
47821,0,4103.911,27
47057,0,4103.911,29
2435,1,4103.911,35
39678,0,4103.911,31
1045,0,4103.911,26
19986,1,4103.911,48
0,1,4103.911,28
4767,0,4103.911,27
55395,1,4103.911,29
3129,0,4104,34
259,1,4120,46
978,1,4124,44
58545,0,4160,45
19032,0,4162,32
4485,1,4163,31
24573,0,4179,27
255,1,4184,28
6661,1,4186,28
1550,0,4198,33
23952,0,4200,23
7411,1,4200,31
7092,0,4200,32
773,0,4200,31
0,1,4203,34
17596,0,4224,30
15357,1,4226,31
10728,1,4227,41
4468,0,4232,31
38229,1,4237,40
18939,1,4240,31
11198,0,4244,24
0,0,4250,30
8435,1,4251,40
42923,1,4252,40
35107,1,4260,44
15834,1,4263,37
31047,1,4266,30
33102,1,4269,42
117,1,4277,30
16763,1,4278,23
12031,1,4280,23
11383,1,4283,26
9516,1,4288,34
2430,0,4289,27
2752,1,4300,24
29299,1,4300,35
100516,1,4308,48
4575,1,4309,35
16106,0,4316,24
0,0,4320,44
7419,1,4328,42
10722,1,4350,25
36573,1,4352,22
21898,1,4355,36
32452,1,4362,25
24425,1,4364,22
66440,1,4368,28
23127,1,4386,48
28509,1,4388,44
28261,1,4400,23
7757,1,4410,22
905,0,4418,26
1014,1,4420,24
13871,1,4421,26
0,1,4435,28
19046,1,4436,38
21547,1,4440,38
2106,1,4444,28
11121,1,4455,33
72745,0,4462,26
11477,1,4473,28
6495,1,4480,43
32057,0,4482,22
0,1,4485,26
31690,0,4500,33
2812,0,4500,45
453,0,4500,34
33846,0,4500,43
11433,0,4500,33
30515,1,4500,29
8663,1,4500,32
35854,0,4500,32
27128,1,4500,22
26808,1,4500,26
16143,0,4500,45
9220,0,4500,31
10301,0,4518,46
47996,1,4520,45
18593,1,4522,39
7422,1,4524,26
9614,1,4536,22
5199,0,4548,25
26458,0,4550,22
7960,1,4553,27
7202,1,4560,38
502,0,4572,30
30286,0,4575,39
30604,1,4583,22
42333,1,4592,27
5460,1,4593,34
19827,0,4595,33
19877,1,4600,30
37821,1,4600,33
23198,1,4604,30
10545,1,4616,34
0,0,4635,28
5737,0,4641,24
15802,0,4650,41
0,0,4668,34
8076,1,4670,35
18303,1,4675,44
10149,0,4680,31
11367,0,4685,36
9793,1,4686,38
19707,0,4692,35
38732,0,4700,33
23396,1,4710,26
15634,1,4720,26
23787,1,4726,37
70062,0,4728,26
22552,1,4730,24
22080,1,4741,22
7402,1,4746,30
9072,0,4750,28
43731,1,4757,27
147,1,4760,36
8523,1,4778,28
31924,1,4790,28
66546,1,4791,31
0,1,4800,36
7497,0,4800,30
22415,1,4800,43
29318,1,4800,25
14282,0,4800,31
63474,0,4800,28
471,1,4800,24
19327,0,4800,24
39717,1,4810,24
20241,0,4823,47
3832,1,4830,50
14481,1,4832,35
34060,1,4835,25
14536,0,4840,32
580,1,4850,36
0,1,4856,49
28773,1,4860,27
12345,1,4864,35
32807,1,4866,27
1811,1,4868,23
10191,1,4870,32
51495,1,4875,22
16127,1,4880,28
6435,0,4888,27
55181,0,4896,32
19358,0,4899,35
3336,1,4900,43
6410,0,4902,45
29569,1,4910,25
8637,1,4913,22
7551,1,4950,26
44119,1,4958,37
20238,1,4962,34
36850,1,4963,33
54809,1,4972,25
1524,0,4973,27
5376,1,4985,36
48783,0,4990,27
47835,0,4992,25
16419,1,5000,26
10423,1,5000,30
10014,0,5000,28
264,1,5000,34
45063,1,5000,27
8337,1,5000,23
7800,0,5000,35
33513,1,5000,34
20877,1,5000,37
9283,1,5000,32
2447,0,5000,34
12614,1,5000,28
13396,1,5000,32
29646,1,5000,25
22743,1,5000,34
38804,0,5000,23
5472,1,5000,33
48184,1,5000,33
1752,1,5000,27
14247,0,5000,24
25691,1,5000,26
19553,0,5000,30
1149,0,5000,22
21553,1,5000,22
41304,1,5000,34
5062,0,5000,32
31617,0,5000,25
4386,1,5000,24
28363,1,5000,26
45317,1,5000,26
1128,1,5000,25
9966,1,5000,38
2754,0,5000,41
4011,0,5000,40
9677,0,5000,25
36909,1,5000,44
43488,1,5000,22
64899,0,5000,29
0,0,5000,35
