"y","d","X1"
1087,1,3826
36767,1,3828
6839,1,3832
19257,0,3837
37030,1,3840
1575,0,3840
14435,1,3840
4547,1,3840
27190,0,3844
5121,0,3850
27579,1,3862
2137,1,3867
17337,1,3878
26475,0,3880
24261,0,3892
24171,0,3896
45400,1,3900
48024,0,3900
12189,0,3900
16648,0,3906
5487,1,3910
15138,1,3912
26016,1,3915
3330,1,3920
18567,0,3921
8358,1,3925
4597,1,3945
3315,0,3949
23994,0,3950
23084,0,3952
0,1,3960
40968,0,3967
0,1,3976
0,1,3977
2775,1,3978
15828,1,3981
5227,1,3986
18195,1,3990
2495,1,4000
70239,0,4000
80712,0,4000
14854,1,4000
0,1,4000
10638,1,4000
24541,1,4000
18489,1,4000
25193,0,4000
24389,1,4000
29524,1,4000
19851,1,4000
12340,1,4000
6111,1,4000
17718,1,4000
1008,1,4000
10120,1,4000
15019,1,4000
6624,1,4000
1086,1,4000
2772,1,4000
29873,1,4000
25477,0,4000
29947,0,4000
0,1,4000
33620,1,4000
30291,1,4000
3492,0,4000
0,1,4000
2837,0,4000
25988,1,4008
22434,1,4019
3117,0,4020
5995,1,4025
642,0,4028
35775,0,4037
60,1,4040
12944,1,4041
25654,1,4050
18089,1,4053
41781,1,4060
10721,1,4067
43638,0,4084
19837,1,4087
34998,0,4093
24336,0,4094
1723,0,4100
10728,1,4100
28311,0,4100
45677,1,4103.911
62030,0,4103.911
1056,1,4103.911
40884,1,4103.911
17415,1,4103.911
31148,1,4103.911
35614,1,4103.911
13346,1,4103.911
10365,1,4103.911
33819,0,4103.911
2559,1,4103.911
234,1,4103.911
38693,1,4103.911
11999,0,4103.911
13017,0,4103.911
15756,1,4103.911
39397,0,4103.911
40065,1,4103.911
351,0,4103.911
44148,0,4103.911
0,1,4103.911
0,1,4103.911
60318,1,4103.911
366,0,4103.911
8899,0,4103.911
34905,0,4103.911
9755,1,4103.911
14829,1,4103.911
19912,1,4103.911
9759,1,4103.911
3129,0,4104
259,1,4120
978,1,4124
58545,0,4160
19032,0,4162
4485,1,4163
24573,0,4179
255,1,4184
6661,1,4186
1550,0,4198
10191,1,4200
36739,1,4200
11070,0,4200
25047,1,4200
11250,1,4200
6449,1,4200
74046,1,4200
23952,0,4200
23730,1,4200
23064,0,4200
29098,0,4200
6649,1,4200
0,1,4203
17596,0,4224
11925,0,4226
10728,1,4227
4468,0,4232
38229,1,4237
18939,1,4240
11198,0,4244
0,0,4250
8435,1,4251
42923,1,4252
35107,1,4260
15834,1,4263
31047,1,4266
33102,1,4269
117,1,4277
16763,1,4278
12031,1,4280
11383,1,4283
9516,1,4288
33279,0,4289
48,1,4300
23895,0,4300
6744,0,4300
26781,0,4300
36085,0,4300
40417,1,4300
100516,1,4308
4575,1,4309
16106,0,4316
0,0,4320
4941,0,4320
7419,1,4328
10722,1,4350
36573,1,4352
21898,1,4355
32452,1,4362
24425,1,4364
66440,1,4368
30363,1,4370
23127,1,4386
28509,1,4388
16454,0,4400
2075,0,4400
26448,0,4400
28283,0,4400
7757,1,4410
905,0,4418
1014,1,4420
13871,1,4421
0,1,4435
19046,1,4436
21547,1,4440
2106,1,4444
11121,1,4455
72745,0,4462
11477,1,4473
6495,1,4480
32057,0,4482
0,1,4485
2439,0,4488
38018,1,4500
12597,1,4500
489,0,4500
2517,0,4500
35749,1,4500
453,0,4500
17223,0,4500
39125,1,4500
21564,1,4500
15835,0,4500
2907,1,4500
17219,1,4500
25828,0,4500
42089,1,4500
18905,0,4500
6042,1,4500
7337,0,4500
6105,0,4500
7458,0,4500
0,1,4500
62216,0,4500
12985,1,4500
27521,0,4500
47606,0,4500
69846,0,4500
25424,1,4500
27128,1,4500
16143,0,4500
48640,0,4500
9220,0,4500
10301,0,4518
47996,1,4520
18593,1,4522
7422,1,4524
9614,1,4536
0,0,4545
5199,0,4548
26458,0,4550
7960,1,4553
7202,1,4560
502,0,4572
30286,0,4575
26655,1,4576
30604,1,4583
723,1,4592
5460,1,4593
19827,0,4595
28553,1,4600
11679,0,4600
30306,0,4600
39816,0,4600
15794,1,4600
8887,0,4600
23198,1,4604
10545,1,4616
6993,0,4620
0,0,4635
5737,0,4641
15802,0,4650
0,0,4668
8076,1,4670
18303,1,4675
10149,0,4680
48756,0,4680
0,1,4680
11367,0,4685
27842,0,4686
19707,0,4692
27,0,4697
201,1,4700
38732,0,4700
23396,1,4710
15634,1,4720
23787,1,4726
70062,0,4728
22552,1,4730
22080,1,4741
7402,1,4746
9072,0,4750
43731,1,4757
5195,1,4760
8523,1,4778
11608,0,4784
31924,1,4790
66546,1,4791
31765,1,4800
44727,0,4800
7497,0,4800
30888,1,4800
7588,1,4800
29318,1,4800
17555,1,4800
6852,1,4800
36847,1,4800
20385,1,4800
4597,1,4800
14282,0,4800
63474,0,4800
2607,0,4800
10122,1,4800
471,1,4800
62955,1,4800
3261,1,4800
48063,1,4800
8269,0,4800
20945,1,4800
39324,1,4800
39717,1,4810
20241,0,4823
3832,1,4830
14481,1,4832
34060,1,4835
14536,0,4840
16332,0,4848
580,1,4850
0,1,4856
28773,1,4860
41279,1,4864
50951,1,4866
1811,1,4868
10191,1,4870
51495,1,4875
16127,1,4880
6435,0,4888
55181,0,4896
19358,0,4899
16036,1,4900
54577,1,4900
3336,1,4900
47694,1,4900
6410,0,4902
29569,1,4910
8637,1,4913
7551,1,4950
44119,1,4958
20238,1,4962
36850,1,4963
54809,1,4972
1524,0,4973
16679,0,4983
5376,1,4985
48783,0,4990
47835,0,4992
12845,1,5000
21762,1,5000
45063,1,5000
43510,1,5000
31641,0,5000
12955,1,5000
8337,1,5000
38712,1,5000
37708,1,5000
20877,1,5000
19263,0,5000
12614,1,5000
21954,1,5000
30884,0,5000
20401,1,5000
12406,1,5000
20382,1,5000
14247,0,5000
32457,1,5000
2288,1,5000
222,0,5000
46427,0,5000
5092,0,5000
11442,0,5000
10830,0,5000
26758,0,5000
64865,1,5000
0,1,5000
9561,1,5000
64899,0,5000
10473,0,5004
2122,1,5014
34023,1,5022
19366,1,5040
16922,1,5044
20079,1,5060
28229,1,5070
19957,1,5082
19449,0,5084
39735,0,5086
0,1,5094
15254,1,5096
56150,1,5100
23790,1,5100
32901,1,5100
2670,0,5104
20969,1,5106
6879,0,5109
14378,1,5117
25015,0,5120
17301,1,5123
61710,1,5130
19094,1,5136
21819,1,5144
20430,0,5148
34040,1,5154
17973,1,5156
8793,0,5161
26845,1,5162
12714,1,5189
21219,1,5200
42,1,5200
34,0,5200
35349,1,5200
29113,1,5200
31474,1,5200
34011,0,5200
5966,1,5200
1209,0,5200
33260,1,5200
44637,1,5200
18946,1,5200
56,0,5200
24471,1,5200
0,0,5200
4501,1,5212
0,1,5220
2598,1,5227
18384,0,5229
9512,0,5234
3699,1,5240
28694,1,5241
669,0,5250
27793,1,5250
3484,0,5253
5475,1,5254
67741,0,5280
1275,0,5280
34668,1,5284
8199,1,5294
24399,1,5300
8431,0,5300
26265,1,5300
744,0,5306
24105,0,5314
16017,0,5329
3324,1,5330
0,1,5342
22455,1,5350
12288,1,5360
24815,1,5382
22941,1,5385
16417,1,5394
21569,1,5400
10022,1,5400
24572,1,5400
1371,1,5400
5878,1,5400
0,0,5400
33133,1,5400
23684,1,5400
51109,1,5400
33840,0,5400
19410,1,5400
36785,1,5401
28443,0,5412
225,1,5432
18459,0,5435
26027,1,5440
4102,1,5450
27617,1,5460
13068,0,5484
23847,0,5486
14459,1,5500
11797,1,5500
2349,0,5500
52268,1,5500
25849,0,5500
17081,1,5500
544,0,5500
16130,1,5500
8580,1,5500
15798,1,5500
1135,1,5500
53552,0,5500
16024,1,5500
9624,1,5500
5667,1,5502
23991,1,5520
0,1,5528
6065,1,5545
36065,1,5550
25181,0,5556
1254,0,5565
3990,1,5570
7389,1,5571
5484,0,5581
4167,0,5588
8938,1,5592
35382,1,5600
20865,0,5600
15665,0,5600
11987,0,5600
8104,0,5600
11691,0,5600
46497,1,5600
36279,1,5606
0,0,5610
26133,1,5616
8050,0,5618
11172,0,5620
12406,1,5621
5952,0,5624
27513,1,5628
22362,1,5630
5875,0,5632
2640,0,5633
44177,1,5634
27450,1,5647
3198,0,5650
39437,1,5670
1080,1,5677
20416,0,5680
11327,1,5683
16770,1,5690
10851,1,5698
23091,1,5699
12342,0,5700
29041,0,5700
46244,1,5719
3150,1,5720
71,0,5720
15771,1,5720
26214,1,5730
18627,1,5742
22089,0,5743
6639,1,5749
9198,0,5758
8056,0,5759
13976,0,5760
37014,1,5760
60537,1,5760
0,1,5770
21231,1,5785
10707,1,5800
33180,0,5800
25168,1,5800
26970,1,5800
11442,1,5800
6164,1,5811
12450,1,5835
4329,1,5840
25941,0,5850
54985,1,5868
22173,0,5873
478,0,5882
9546,1,5884
7086,1,5887
597,1,5892
11007,0,5900
25305,0,5907
9449,1,5915
27849,0,5925
4938,1,5928
20374,1,5937
23133,1,5942
22062,1,5947
21740,1,5962
23019,1,5976
38486,1,5980
19696,1,5985
3252,1,5994
18393,1,6000
4596,1,6000
7657,1,6000
14523,1,6000
27663,0,6000
2929,1,6000
18125,1,6000
3784,1,6000
21917,1,6000
21386,1,6000
18643,0,6000
47356,1,6000
32891,1,6000
4431,1,6000
39640,1,6000
25661,1,6000
3190,1,6000
2517,0,6000
27476,1,6000
35544,1,6000
10731,1,6000
51801,1,6000
11864,1,6000
22413,1,6000
27118,1,6000
7395,1,6000
29762,1,6000
52628,0,6000
18144,1,6000
11653,1,6000
